\begin{table}
Cell & Protocol & QC1.Rseal & QC1.Cm & QC1.Rseries & QC2.raw & QC2.subtracted & QC3.raw & QC3.E4031 & QC3.subtracted & QC4.Rseal & QC4.Cm & QC4.Rseries & QC5.1.staircase & QC6.subtracted & QC6.1.subtracted & QC6.2.subtracted \\ 
P03 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
P04 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
P05 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
P06 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & False & False & True & True \\ 
P07 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & False & False \\ 
P08 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
P10 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & False & False & True & True \\ 
P11 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & True & False & True \\ 
P14 & staircaseramp & False & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
P15 & staircaseramp & True & True & True & True & False & True & True & True & False & True & True & True & False & True & True \\ 
P16 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & False & False & True & False \\ 
P18 & staircaseramp & False & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
P19 & staircaseramp & True & True & True & False & False & True & True & True & True & True & True & True & True & True & True \\ 
P20 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & False & False & True & True \\ 
P21 & staircaseramp & False & True & True & True & False & True & True & True & True & True & True & False & False & False & False \\ 
P22 & staircaseramp & False & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
P23 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & False & True \\ 
P24 & staircaseramp & False & True & True & True & True & True & True & True & True & True & True & False & False & True & True \\ 
\end{table}
