\begin{table}
Cell & Protocol & QC1.Rseal & QC1.Cm & QC1.Rseries & QC2.raw & QC2.subtracted & QC3.raw & QC3.E4031 & QC3.subtracted & QC4.Rseal & QC4.Cm & QC4.Rseries & QC5.1.staircase & QC6.subtracted & QC6.1.subtracted & QC6.2.subtracted \\ 
P11 & staircaseramp & False & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
P12 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
P13 & staircaseramp & False & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
P14 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & False & True & True & True \\ 
P15 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
P16 & staircaseramp & False & True & True & True & True & True & True & True & True & True & True & False & False & True & True \\ 
P17 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
P18 & staircaseramp & False & True & True & True & False & True & True & True & False & True & True & False & False & True & True \\ 
P20 & staircaseramp & False & True & True & True & False & True & True & True & True & True & True & False & False & True & True \\ 
P21 & staircaseramp & False & False & True & True & False & True & True & True & True & False & True & False & False & True & False \\ 
P22 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & False & False \\ 
P23 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
P24 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & True & False & False & True \\ 
\end{table}
